faceX,faceY,faceW,faceH,servoPitch,servoYaw
445,271,44,188,180,0
615,215,105,295,180,0
248,308,117,268,180,0.14
366,395,293,78,180,0
343,315,83,245,180,0
12,13,192,100,178.23,2.12
220,160,339,94,177.89999999999998,1.4300000000000002
621,128,200,181,177.67999999999998,0
544,171,324,228,178.12999999999997,0
262,444,199,320,180,0
91,372,81,154,180,1.8900000000000001
427,19,64,292,179.25,0.5
475,149,209,211,179.39,0
333,185,283,233,180,0
286,474,209,321,180,0
162,166,98,62,179.57,1.09
468,398,129,180,180,0
585,187,343,77,179.85,0
382,415,308,62,180,0
126,28,244,301,179.38,0.72
300,293,137,52,180,0.24
376,29,380,365,179.71,0
631,421,291,245,180,0
41,480,283,148,180,1.3800000000000001
580,175,73,184,180,0
255,280,301,279,180,0
496,154,194,167,180,0
397,96,97,320,180,0
521,94,161,165,179.36,0
108,425,168,84,180,1.28
135,313,47,251,180,2.9000000000000004
81,86,364,252,179.72,3.4700000000000006
160,355,230,116,180,3.920000000000001
631,206,291,131,180,0
243,175,147,383,180,0
610,222,150,354,180,0
469,23,312,106,178.36,0
343,418,375,81,180,0
133,222,70,217,180,1.52
495,108,167,350,180,0
564,293,136,355,180,0
124,121,274,284,180,0.59
110,377,275,302,180,1.3199999999999998
43,277,298,372,180,2.5999999999999996
270,183,129,317,180,2.4599999999999995
637,89,220,225,179.61,0
355,427,324,272,180,0
384,378,195,288,180,0
45,301,369,112,180,0.91
366,10,131,333,179.36,0
628,319,355,164,180,0
58,76,378,57,178.64,0.73
28,30,96,104,177.05999999999997,3.17
262,330,66,286,179.39,3.42
629,339,48,217,180,0.08999999999999986
400,419,254,299,180,0
297,322,218,44,180,0
383,347,362,374,180,0
304,478,309,287,180,0
91,323,120,308,180,1.69
44,347,239,124,180,3.26
375,58,328,230,179.33,1.0699999999999998
266,191,176,140,179.54000000000002,0.7299999999999998
42,146,282,260,179.90000000000003,2.0999999999999996
439,102,56,169,179.36000000000004,0.6299999999999997
75,365,193,245,180,2.1199999999999997
409,306,202,72,180,0.21999999999999953
26,224,254,104,180,1.8899999999999995
237,380,259,33,180,1.4299999999999995
242,83,270,262,179.74,0.8599999999999994
325,354,31,400,180,0.6599999999999995
528,201,215,316,180,0
293,167,60,99,179.76,0
77,373,308,70,180,0.89
26,432,274,289,180,2.46
217,444,72,179,180,3.13
461,184,33,101,179.94,1.5599999999999998
337,83,273,144,179.09,0.029999999999999805
371,205,264,395,180,0
463,58,354,392,180,0
198,127,390,289,180,0
134,420,149,294,180,1.12
324,244,126,305,180,0.45000000000000007
329,455,296,157,180,0
197,113,122,182,179.64,0.62
176,448,75,57,180,1.69
200,166,333,276,180,1.23
588,432,169,109,180,0
430,41,373,236,179.19,0
290,218,273,190,179.92,0
141,359,347,120,180,0.06
161,281,130,51,180,1.0
217,78,368,373,180,0.18999999999999995
570,277,323,85,180,0
608,131,272,109,179.45,0
177,353,262,222,180,0.12
454,341,162,290,180,0
256,343,137,307,180,0
591,380,190,392,180,0
247,186,266,225,180,0
588,273,265,379,180,0
444,72,323,190,179.27,0
498,413,311,87,180,0
635,37,318,316,179.55,0
133,293,380,400,180,0
394,460,37,247,180,0
36,464,371,87,180,0.99
533,433,265,262,180,0
454,23,340,324,179.45,0
202,219,218,88,179.67999999999998,0.09
545,157,148,354,180,0
144,402,206,85,180,0.73
53,239,246,53,180,2.17
339,161,168,169,180,1.14
101,384,68,128,180,2.99
9,232,97,335,180,5.62
502,327,116,63,180,3.22
362,33,253,250,179.18,1.5400000000000003
26,476,240,264,180,3.2800000000000002
286,15,278,365,179.57,2.2300000000000004
154,268,289,343,180,2.4500000000000006
445,199,40,105,180,1.0000000000000007
380,194,113,319,180,0
493,421,335,185,180,0
318,226,204,45,180,0
635,193,73,398,180,0
131,197,232,64,179.89,0.73
585,326,89,296,180,0
545,329,309,68,180,0
347,242,291,162,180,0
64,15,247,339,179.44,1.33
274,46,46,238,178.69,1.56
85,250,100,245,180,3.41
265,277,85,187,180,3.54
15,316,181,338,180,5.6899999999999995
617,205,234,149,180,1.5499999999999998
210,460,80,73,180,2.25
243,178,398,141,180,1.03
553,412,396,366,180,0
366,129,70,322,180,0
246,419,304,217,180,0
51,72,205,175,179.19,1.67
353,228,215,389,180,0.2699999999999998
176,192,53,159,180,1.4499999999999997
409,131,121,45,179.13,0
506,447,288,394,180,0
101,96,274,169,179.4,0.8200000000000001
217,316,101,288,180,1.35
117,120,354,106,179.33,1.61
507,293,308,391,180,0
503,284,70,159,180,0
610,195,171,277,180,0
239,13,76,212,178.79,0.43
209,179,334,159,178.97,0
156,220,38,393,180,1.45
132,298,189,72,180,2.39
38,3,118,304,179.15,4.62
544,349,63,213,180,2.07
45,146,31,307,180,4.67
302,163,381,204,180,2.95
111,344,253,159,180,3.7800000000000002
56,366,38,141,180,6.23
310,241,251,366,180,5.08
430,288,249,276,180,2.74
56,139,140,336,180,4.68
210,350,350,42,180,4.029999999999999
134,446,359,69,180,4.1
40,128,287,378,180,5.47
576,171,376,278,180,1.0299999999999994
441,462,139,111,180,0
479,124,322,255,180,0
488,387,368,182,180,0
492,252,85,42,180,0
5,288,69,200,180,2.81
302,24,239,69,178.18,1.8
513,132,42,235,178.27,0
35,237,85,103,178.75,2.43
422,162,78,353,179.73,1.0200000000000002
358,193,277,77,179.64,0
343,261,311,72,180,0
263,144,319,110,179.59,0
114,347,374,134,180,0.19
286,373,227,71,180,0
417,395,209,72,180,0
456,131,93,257,180,0
426,314,148,334,180,0
257,297,64,208,180,0.31
497,378,273,258,180,0
162,469,128,49,180,0.9400000000000001
329,86,377,279,179.85,0
36,435,63,153,180,2.5300000000000002
406,139,348,172,179.85,0
55,419,33,209,180,2.49
244,84,58,397,180,2.9600000000000004
15,226,330,215,180,4.36
170,214,284,350,180,4.44
561,97,196,338,180,1.0500000000000003
553,348,306,202,180,0
108,386,123,350,180,1.51
506,179,170,282,180,0
203,8,106,189,178.62,0.64
338,412,332,150,180,0
640,400,293,41,180,0
235,403,114,330,180,0.28
190,103,361,330,180,0
513,15,307,388,179.69,0
40,456,385,367,180,0.88
207,75,262,118,178.94,0.7
476,102,60,157,178.34,0
604,399,305,175,180,0
372,235,385,221,180,0
510,447,203,252,180,0
587,193,396,118,180,0
99,118,101,57,179.06,1.71
314,9,299,355,178.52,0.28
442,104,123,192,178.12,0
334,149,391,133,177.87,0
60,417,91,224,180,2.15
338,198,201,314,180,0.97
358,292,390,52,180,0
273,38,98,60,178.28,0
20,313,181,274,180,2.1
191,305,192,155,180,2.43
456,131,137,48,179.15,0.3900000000000001
212,287,307,306,180,0
82,74,83,356,180,1.97
46,158,362,154,180,2.9
303,171,248,302,180,1.8299999999999998
122,392,173,183,180,2.95
47,240,321,57,180,4.08
607,275,218,165,180,0.1200000000000001
593,394,204,294,180,0
519,473,322,236,180,0
382,238,55,335,180,0
175,145,293,42,179.26,0
477,365,193,81,180,0
462,456,88,48,180,0
3,333,184,387,180,2.25
597,227,75,79,180,0
467,298,101,197,180,0
639,479,320,79,180,0
40,229,68,399,180,2.46
85,0,49,279,178.99,4.57
523,428,387,114,180,0.6100000000000003
573,0,231,168,178.44,0
617,109,332,97,177.60999999999999,0
50,239,278,380,179.49999999999997,1.31
1,257,325,115,180,2.88
530,311,159,273,180,0
360,474,205,73,180,0
557,366,364,50,180,0
212,225,346,384,180,0
594,288,363,377,180,0
43,268,106,306,180,2.24
141,257,294,240,180,2.56
340,211,302,308,180,0.8500000000000001
193,425,294,302,180,0.6500000000000001
278,8,366,96,178.16,0
39,21,198,268,177.31,1.82
300,307,385,328,179.62,0.10000000000000009
84,352,372,83,180,0.6000000000000001
237,45,374,77,178.43,0
628,306,46,262,180,0
266,306,229,308,180,0
540,301,68,226,180,0
460,329,269,174,180,0
449,236,203,321,180,0
32,127,91,82,179.28,2.43
423,402,336,73,180,0
455,356,345,280,180,0
510,114,58,394,180,0
131,167,318,255,180,0.3
234,103,61,352,180,0.8600000000000001
123,376,298,196,180,1.34
396,143,327,366,180,0
465,174,117,254,180,0
448,177,285,132,180,0
392,345,226,92,180,0
375,48,358,248,179.32,0
433,381,137,287,180,0
433,140,364,155,179.77,0
565,394,84,116,180,0
199,201,55,272,180,0.9400000000000001
551,35,294,260,179.25,0
363,302,181,322,180,0
302,159,256,379,180,0
154,255,286,231,180,0.23
319,291,79,248,180,0
605,325,40,303,180,0
256,181,192,44,179.63,0
640,234,379,121,180,0
441,350,268,110,180,0
135,312,160,31,180,1.05
430,474,193,99,180,0
203,358,357,151,180,0
623,263,178,48,180,0
519,124,207,395,180,0
126,15,336,91,178.2,0.26
49,440,82,307,180,2.5600000000000005
319,459,181,306,180,1.6700000000000004
314,288,357,337,180,0
207,387,34,208,180,0.96
243,61,167,87,178.64,0.8999999999999999
312,106,334,262,178.64,0
174,27,56,155,177.27999999999997,1.18
312,227,272,218,178.23999999999998,0
582,82,51,379,178.54999999999998,0
629,68,107,277,178.20999999999998,0
599,327,390,364,180,0
187,124,86,41,179.04,0.9
200,465,199,379,180,1.11
234,65,108,357,180,1.4300000000000002
445,416,256,135,180,0
288,62,283,288,179.66,0
529,318,130,139,180,0
156,63,120,60,178.53,1.04
124,328,77,192,180,2.62
209,93,297,74,178.9,2.25
27,259,56,243,180,4.9
432,374,75,147,180,3.41
346,454,321,69,180,1.55
214,260,87,66,180,2.18
183,449,168,225,180,2.71
489,54,218,188,179.08,0
344,385,149,210,180,0
37,141,332,174,179.88,1.17
460,242,238,355,180,0
94,50,111,289,179.54,1.71
95,420,100,223,180,3.46
510,185,129,340,180,0.9199999999999999
489,170,363,327,180,0
353,226,159,298,180,0
221,138,241,324,180,0
622,309,191,136,180,0
276,203,333,292,180,0
637,73,43,302,179.84,0
484,199,385,66,179.76,0
85,277,375,67,180,0.48
404,174,356,137,180,0
517,49,357,127,178.72,0
633,152,163,115,178.41,0
556,188,317,231,179.04,0
272,85,256,396,179.47,0
236,360,396,241,180,0
227,66,255,243,179.47,0
348,420,291,310,180,0
199,357,202,399,180,0.2
546,138,247,201,180,0
121,207,174,184,180,1.12
577,203,187,329,180,0
206,376,187,131,180,0.21
573,110,331,368,180,0
57,456,361,240,180,0.8300000000000001
455,273,89,243,180,0
474,348,340,213,180,0
589,320,305,256,180,0
607,161,351,167,180,0
323,246,82,285,180,0
167,405,339,51,180,0
16,245,235,222,180,1.87
491,225,97,253,180,0
66,233,105,103,180,2.02
498,247,124,92,180,0
612,306,312,316,180,0
586,73,145,316,179.91,0
244,295,132,44,180,0.1
131,444,215,318,180,0.92
419,158,243,372,180,0
257,304,212,310,180,0
186,197,189,324,180,0.4
125,148,78,207,180,1.96
571,351,123,94,180,0
415,188,260,77,179.86,0
203,470,263,147,180,0
263,193,370,400,180,0
491,286,90,219,180,0
238,260,395,174,180,0
262,293,302,302,180,0
118,362,133,305,180,1.36
433,454,252,118,180,0
16,292,138,144,180,2.35
550,299,296,365,180,0
580,229,74,250,180,0
188,366,354,57,180,0
17,373,228,140,180,1.8900000000000001
505,49,131,98,178.58,0
154,366,306,168,180,0.13
470,11,288,85,178.13,0
85,378,308,363,180,0.81
391,181,182,181,180,0
195,370,341,338,180,0
93,286,230,159,180,1.12
147,353,210,382,180,1.8000000000000003
241,169,352,87,179.72,0.8300000000000003
401,437,382,370,180,0
107,134,142,322,180,1.42
253,268,142,212,180,1.42
120,183,127,330,180,2.79
197,45,174,220,179.15,3.15
211,151,395,234,179.43,2.27
262,478,171,216,180,2.0
306,427,388,292,180,0.19999999999999996
77,212,307,173,180,1.1
186,410,316,79,180,0.8600000000000001
594,442,257,50,180,0
432,406,358,75,180,0
166,476,241,399,180,0.34
631,401,211,125,180,0
506,379,229,360,180,0
123,80,314,295,179.87,0.4
59,120,300,243,179.87,1.5100000000000002
278,480,205,273,180,0.9100000000000003
323,475,265,287,180,0
261,166,38,266,180,0.4
362,32,174,159,178.71,0
120,74,195,225,178.17000000000002,1.03
81,139,197,331,178.81,2.44
147,256,397,76,179.35,2.19
98,389,348,252,180,2.67
187,472,286,222,180,2.57
594,136,106,376,180,0
178,178,114,182,180,0.85
566,148,167,341,180,0
0,262,253,249,180,1.94
317,187,68,44,179.69,1.63
402,117,33,65,178.78,0.6499999999999999
196,477,278,168,180,0.4999999999999999
133,197,357,51,179.82,0.5899999999999999
489,125,213,190,179.62,0
218,191,159,165,179.95000000000002,0.23
548,226,275,221,180,0
173,221,360,217,180,0
152,272,145,48,180,0.96
417,423,35,151,180,0
71,51,170,278,179.5,1.6400000000000001
27,477,34,312,180,4.4
139,184,245,183,180,4.99
536,17,117,372,179.63,2.25
593,428,222,219,180,0
288,375,219,279,180,0
391,375,330,54,180,0
26,46,383,291,179.51,1.03
31,177,298,163,179.69,2.43
299,229,40,231,180,2.43
175,71,65,85,178.73,3.5600000000000005
125,347,103,107,180,5.0
422,249,138,183,180,3.29
48,349,276,142,180,4.63
56,233,100,229,180,6.77
566,237,193,293,180,3.3499999999999996
227,187,219,153,180,3.1899999999999995
29,458,89,188,180,5.66
118,444,389,274,180,5.74
550,93,42,97,179.01,3.23
609,336,287,343,180,0
189,398,188,135,180,0.37
33,458,305,360,180,1.7200000000000002
17,469,392,359,180,2.79
478,18,32,117,178.36,1.05
243,17,278,375,178.0,0.43000000000000005
473,316,394,304,180,0
465,177,142,96,179.85,0
173,103,44,170,179.32999999999998,1.25
220,122,328,47,178.38,0.61
207,453,263,358,180,0.43
66,428,148,227,180,2.23
104,334,251,395,180,3.14
38,175,380,30,179.5,4.0600000000000005
327,284,273,230,180,2.630000000000001
382,193,113,320,180,1.4500000000000008
513,173,115,41,179.53,0
343,133,224,138,179.15,0
477,19,268,217,178.02,0
386,276,390,218,179.47,0
310,382,111,331,180,0
627,223,169,56,180,0
119,101,194,202,179.62,1.04
191,464,163,98,180,1.52
510,388,338,159,180,0
602,344,350,331,180,0
313,308,283,245,180,0
203,186,152,236,180,0.41000000000000003
294,265,105,367,180,0.15000000000000002
536,90,307,241,179.7,0
233,382,285,180,180,0
622,317,247,358,180,0
63,382,167,314,180,1.74
156,298,187,197,180,2.45
202,112,54,74,179.09,3.3600000000000003
364,313,205,356,180,1.9000000000000004
377,392,67,116,180,1.0000000000000004
208,284,97,315,180,1.6400000000000006
493,405,64,162,180,0
120,29,166,189,178.83,1.17
502,177,269,168,179.04000000000002,0
132,474,360,259,180,0.08
616,270,114,152,180,0
394,143,97,277,180,0
68,442,232,391,180,1.36
587,86,117,261,179.76,0
251,470,150,215,180,0
346,249,108,278,180,0
35,345,265,55,180,1.53
211,443,228,64,180,1.53
266,108,357,166,179.51,0.29000000000000004
499,408,72,343,180,0
502,299,60,319,180,0
10,153,323,245,180,1.49
575,409,360,77,180,0
402,168,235,269,180,0
275,468,167,191,180,0
0,119,262,305,180,1.8900000000000001
216,281,243,306,180,1.7200000000000002
627,18,64,129,178.42,0
38,285,277,191,179.82,1.44
66,331,242,115,180,2.77
156,362,53,164,180,4.15
508,114,153,208,179.78,1.5100000000000002
279,406,293,55,180,0.4600000000000002
352,22,243,390,179.77,0
217,461,190,125,180,0.08
61,403,79,352,180,2.2800000000000002
99,28,88,123,178.49,4.050000000000001
438,338,123,235,180,2.2600000000000007
126,98,156,303,180,3.420000000000001
279,153,203,366,180,2.8200000000000007
1,381,80,147,180,5.610000000000001
199,9,398,367,179.52,4.830000000000001
501,399,277,345,180,1.640000000000001
18,408,34,171,180,4.490000000000001
199,209,358,345,180,3.910000000000001
140,394,353,209,180,3.910000000000001
127,196,249,356,180,4.600000000000001
298,116,325,387,180,3.200000000000001
152,9,185,149,178.43,3.960000000000001
468,188,314,129,178.55,0.9100000000000006
313,150,297,180,178.55,0
130,365,279,299,180,0.51
325,236,348,73,180,0
194,22,122,261,179.12,0.65
81,439,319,157,180,1.4500000000000002
571,301,61,91,180,0
381,261,386,189,180,0
164,302,33,158,180,1.4000000000000001
568,446,203,336,180,0
351,339,165,300,180,0
365,239,280,132,180,0
248,254,52,396,180,0.46
386,250,317,267,180,0
60,68,246,206,179.31,1.37
238,480,243,394,180,0.9800000000000001
277,24,307,155,178.61,0
449,425,98,194,180,0
57,207,340,269,180,0.93
275,1,295,38,177.8,0
234,460,42,137,180,0.65
574,407,376,66,180,0
285,196,223,334,180,0
356,266,342,53,180,0
376,260,205,146,180,0
347,80,196,254,179.67,0
360,327,117,334,180,0
455,223,287,163,180,0
474,439,337,123,180,0
499,69,267,144,179.01,0
209,21,292,304,178.34,0
311,54,264,306,178.01,0
383,282,59,280,179.82999999999998,0
225,71,303,125,178.76,0
126,293,199,184,180,0.9500000000000001
371,96,290,195,179.53,0
520,455,172,338,180,0
547,440,140,143,180,0
144,478,184,370,180,0.84
311,432,343,224,180,0
266,14,134,227,178.87,0
46,376,222,105,180,1.6300000000000001
23,251,273,398,180,3.24
91,317,182,98,180,4.62
178,238,72,237,180,5.68
105,77,312,124,178.99,6.27
428,435,182,291,180,4.279999999999999
275,437,322,224,180,3.119999999999999
372,52,234,178,179.01,1.4299999999999993
129,137,397,215,179.01,1.3599999999999992
619,103,232,57,177.92,0
620,265,145,176,179.04999999999998,0
492,426,34,292,180,0
508,311,355,128,180,0
623,459,82,98,180,0
573,324,146,115,180,0
499,161,157,110,179.76,0
176,462,121,234,180,0.84
557,168,65,379,180,0
593,48,398,110,178.63,0
183,371,78,191,180,0.98
483,280,337,382,180,0
309,459,135,126,180,0
280,140,187,218,180,0
254,14,51,246,178.97,0.41000000000000003
145,99,321,168,178.4,0.56
18,325,321,57,179.53,1.98
418,313,291,211,180,0
308,241,273,310,180,0
151,191,196,84,179.93,0.71
501,138,321,357,180,0
422,160,266,210,180,0
454,151,310,247,180,0
429,299,54,358,180,0
552,19,340,183,178.7,0
292,417,158,172,180,0
40,404,397,391,180,0.8200000000000001
417,186,394,38,179.65,0
99,335,276,399,180,0.8300000000000001
588,394,181,87,180,0
491,252,241,66,180,0
322,375,236,230,180,0
448,438,96,104,180,0
292,378,75,74,180,0
231,60,43,107,178.73,0.68
453,270,400,153,179.79,0
356,116,87,177,179.42999999999998,0
376,142,367,182,179.35999999999999,0
402,26,225,336,178.89999999999998,0
240,23,207,85,177.14999999999998,0
613,230,124,58,177.33999999999997,0
93,10,130,286,176.46999999999997,1.62
353,464,236,366,180,0.1100000000000001
442,309,89,154,180,0
593,10,33,89,178.14,0
614,244,31,350,179.92999999999998,0
240,293,88,201,180,0.36
316,259,385,395,180,0
404,378,192,212,180,0
369,392,354,44,180,0
538,396,261,101,180,0
246,362,44,48,180,0.52
312,206,176,315,180,0
206,42,94,47,178.25,0.67
323,158,112,182,178.34,0.08000000000000007
73,21,176,179,177.04,1.6700000000000002
231,210,77,241,177.94,2.18
33,180,169,166,178.17,4.210000000000001
275,216,52,264,179.25,4.400000000000001
245,424,285,139,180,3.7300000000000013
95,412,352,242,180,4.2200000000000015
94,93,131,381,180,5.830000000000002
134,409,61,130,180,7.390000000000002
267,340,396,86,180,5.940000000000002
189,276,241,184,180,6.0500000000000025
150,151,232,306,180,6.5900000000000025
92,209,357,124,180,7.0900000000000025
211,452,321,82,180,6.580000000000003
477,445,121,265,180,4.410000000000003
214,480,351,348,180,3.720000000000003
401,239,138,398,180,2.220000000000003
365,98,289,101,179.08,0.33000000000000274
223,18,340,111,177.41000000000003,0
190,89,338,301,177.41000000000003,0
603,149,301,35,176.67000000000002,0
203,21,346,163,175.29000000000002,0
531,439,71,317,178.86,0
466,90,90,53,177.62,0
333,105,178,92,176.73000000000002,0
319,354,326,244,179.09000000000003,0
124,199,361,377,180,0.16
149,339,61,399,180,1.5699999999999998
591,23,93,66,178.16,0
94,95,60,157,177.49,1.96
202,268,74,370,179.62,2.77
451,196,136,158,179.97,0.78
543,9,64,54,177.93,0
543,79,234,230,177.47,0
189,252,73,202,178.6,0.9500000000000001
576,106,266,241,178.46,0
156,207,141,40,178.33,0.9400000000000001
55,25,75,194,177.15,3.22
391,332,156,342,179.78,1.7300000000000002
546,310,343,233,180,0
527,341,368,33,180,0
499,208,175,157,180,0
598,175,329,334,180,0
30,207,324,33,179.83,1.28
212,41,378,94,178.31,0.47
160,465,359,293,180,0.27999999999999997
267,370,386,246,180,0
148,44,112,333,179.7,1.16
624,64,392,76,178.32,0
619,38,241,146,177.03,0
207,84,138,55,175.74,0.44
221,24,41,309,175.12,1.23
279,272,31,223,176.55,1.49
206,301,285,183,178.07000000000002,1.21
598,182,279,35,177.66000000000003,0
245,278,240,146,178.77000000000004,0
130,428,141,345,180,1.2
471,53,364,212,179.19,0
244,105,194,351,179.59,0
288,173,294,53,179.18,0
389,427,34,262,180,0
306,29,371,127,178.52,0
79,24,172,79,176.75,1.55
64,334,400,104,178.21,2.1100000000000003
123,334,247,146,179.88,2.8500000000000005
171,24,295,180,178.62,2.8500000000000005
626,293,54,177,180,0
522,352,366,374,180,0
384,182,156,143,180,0
116,264,185,303,180,1.12
460,362,134,85,180,0
270,41,148,35,178.18,0
426,368,58,316,180,0
276,362,383,277,180,0
97,240,149,392,180,1.49
450,12,217,98,178.21,0
349,108,48,185,177.81,0
121,247,398,369,179.72,0
442,199,377,336,180,0
34,337,167,338,180,2.0300000000000002
145,141,303,234,180,2.2700000000000005
610,40,247,121,178.6,0
442,416,129,104,180,0
156,58,253,231,179.33,0.38
8,80,362,228,178.87,1.69
268,316,206,342,180,1.18
3,139,333,333,180,2.69
111,163,243,352,180,3.57
325,385,100,59,180,3.0199999999999996
100,130,235,181,179.8,4.05
333,348,155,199,180,3.15
609,143,379,291,180,0
299,462,33,112,180,0
482,306,208,158,180,0
481,415,76,68,180,0
71,211,136,319,180,1.81
45,384,397,48,180,2.58
635,101,326,141,179.31,0
109,43,86,294,178.81,1.68
318,331,133,191,180,1.04
237,467,144,67,180,1.1500000000000001
467,422,141,297,180,0
415,139,227,400,180,0
448,462,337,291,180,0
271,348,365,125,180,0
189,193,357,206,180,0
328,208,146,140,180,0
137,402,337,339,180,0.15
515,339,235,110,180,0
622,467,185,91,180,0
590,104,166,324,180,0
331,433,141,370,180,0
139,175,94,363,180,1.34
32,242,342,372,180,2.51
168,216,324,210,180,2.4099999999999997
85,235,280,101,180,3.36
165,232,400,32,180,2.9099999999999997
325,51,306,140,178.81,1.3299999999999996
592,241,108,82,179.23,0
1,438,224,343,180,2.07
220,369,56,325,180,2.79
581,248,154,30,180,0
580,252,261,114,180,0
193,320,379,370,180,0
518,202,87,325,180,0
572,408,358,41,180,0
415,330,327,97,180,0
114,140,268,120,179.6,0.72
446,433,392,392,180,0
342,21,150,82,178.22,0
521,454,343,118,180,0
223,199,314,233,180,0
249,189,199,384,180,0
344,174,34,162,180,0
57,27,306,80,178.27,1.1
498,437,80,186,180,0
329,273,266,204,180,0
208,449,373,174,180,0
445,303,340,282,180,0
231,456,331,343,180,0
337,302,84,338,180,0
599,62,347,354,180,0
559,289,277,332,180,0
200,247,288,326,180,0
164,242,364,321,180,0
25,259,64,158,180,2.63
48,177,82,144,180,4.9399999999999995
154,58,262,367,180,5.289999999999999
341,60,49,316,179.78,4.839999999999999
549,251,216,127,180,1.4699999999999989
330,24,238,187,178.77,0.17999999999999883
289,103,90,104,177.92000000000002,0.039999999999998814
347,14,264,159,176.45000000000002,0
340,163,233,230,176.83,0
611,257,373,251,178.25,0
222,345,290,197,180,0
114,185,283,35,179.62,0.65
245,153,336,30,178.9,0
57,222,362,297,180,0.8200000000000001
127,63,168,116,178.81,1.9100000000000001
430,426,387,55,180,0
237,97,389,277,180,0
119,378,398,380,180,0
576,329,272,158,180,0
165,436,205,41,180,0.53
589,5,288,307,179.18,0
470,478,290,265,180,0
220,430,98,96,180,0.51
299,363,38,33,180,0.51
590,372,358,296,180,0
4,41,36,57,178.29,2.98
184,240,324,322,179.9,2.7199999999999998
101,268,178,246,180,4.02
571,249,371,57,180,0
98,346,165,100,180,1.4000000000000001
369,337,276,287,180,0
240,292,239,32,180,0
262,448,126,206,180,0
526,20,249,394,179.77,0
128,429,32,279,180,1.76
41,241,234,371,180,3.38
415,218,162,274,180,1.6199999999999999
424,383,153,145,180,0
63,282,383,246,180,0.66
226,351,249,240,180,0.36000000000000004
131,119,378,112,179.35,0.36000000000000004
306,298,222,97,180,0
640,404,74,138,180,0
591,330,352,176,180,0
209,37,152,349,179.71,0.35000000000000003
625,142,188,344,180,0
198,98,297,157,179.36,0
562,89,99,219,178.94000000000003,0
327,415,57,243,180,0
54,197,138,322,180,1.97
292,56,32,117,178.74,2.09
447,97,133,136,177.99,0.15999999999999992
169,124,256,177,177.71,0.3899999999999999
89,310,312,370,180,1.14
461,287,318,270,180,0
492,273,351,326,180,0
503,347,244,165,180,0
186,305,103,230,180,0.8300000000000001
369,255,44,330,180,0.1200000000000001
174,99,206,196,179.57,0.55
162,222,356,157,180,0.35000000000000003
562,342,398,355,180,0
316,292,282,361,180,0
483,75,258,83,178.76,0
95,428,171,54,180,1.4000000000000001
136,137,55,259,180,2.97
106,362,330,249,180,3.46
437,206,66,273,180,1.96
38,237,398,372,180,2.79
318,32,347,44,178.14,1.08
152,278,225,230,179.67,1.6400000000000001
195,326,35,168,180,2.72
625,239,97,56,180,0
550,379,202,236,180,0
8,177,215,256,180,2.05
604,63,40,151,178.98,0
498,83,104,234,178.57999999999998,0
336,213,74,90,178.76,0
468,321,138,320,180,0
118,424,120,147,180,1.42
14,290,258,33,180,3.19
502,191,264,112,180,0.04999999999999982
301,75,299,353,180,0
263,214,299,345,180,0
200,340,242,108,180,0
450,371,44,79,180,0
219,89,151,374,180,0.26
544,235,119,34,180,0
154,290,242,60,180,0.45
498,210,256,63,180,0
278,111,238,185,179.63,0
629,469,347,365,180,0
294,191,164,193,180,0
268,362,169,295,180,0
486,417,179,63,180,0
551,352,300,72,180,0
611,58,321,322,179.79,0
218,64,390,391,179.98,0
292,136,299,35,179.10999999999999,0
205,91,399,360,179.42,0
443,198,165,170,179.85,0
211,61,52,272,179.42,0.8300000000000001
387,200,325,58,179.30999999999997,0
238,464,62,114,180,0.51
630,379,243,60,180,0
484,456,364,138,180,0
119,160,268,112,179.76,0.67
11,417,124,148,180,3.14
187,307,153,50,180,3.71
442,470,304,322,180,0.9699999999999998
550,96,126,34,178.73,0
74,222,328,110,179.1,0.8200000000000001
515,436,325,224,180,0
381,369,106,253,180,0
160,428,293,215,180,0.14
15,400,137,40,180,2.5100000000000002
594,364,348,201,180,0
366,462,131,75,180,0
180,134,306,82,179.35,0
495,131,234,88,178.7,0
617,266,266,98,179.45,0
264,223,96,50,179.53,0.08
133,118,184,309,179.85,1.03
247,348,339,174,180,0.07000000000000006
345,58,56,71,178.53,0
22,218,371,54,178.53,1.1300000000000001
172,331,99,151,180,2.12
514,426,239,305,180,0
197,468,353,63,180,0
457,366,334,362,180,0
580,277,74,143,180,0
200,373,116,117,180,0.62
55,88,91,225,179.6,2.8200000000000003
330,366,292,112,180,1.2600000000000002
580,393,296,165,180,0
131,150,195,132,179.76,0.92
620,178,202,297,180,0
328,440,316,400,180,0
417,155,288,52,179.41,0
57,234,109,63,179.66,2.09
490,214,35,126,180,0.21999999999999975
458,156,315,87,179.59,0
18,324,302,242,180,1.51
502,5,189,293,179.11,0
521,32,225,34,177.20000000000002,0
261,205,180,98,177.34,0
442,387,324,144,179.53,0
275,406,185,174,180,0
53,61,127,140,178.91,2.04
46,43,69,64,177.26,4.4399999999999995
142,186,157,368,178.56,5.4399999999999995
18,65,176,125,177.43,7.58
86,116,375,34,176.36,8.05
208,147,181,43,175.64000000000001,8.270000000000001
271,141,217,284,176.07000000000002,7.6800000000000015
627,281,83,107,177.01000000000002,4.200000000000001
207,200,146,332,178.27,4.600000000000001
4,287,74,288,180,7.3900000000000015
388,11,226,366,179.54,5.580000000000002
613,0,59,256,178.42,2.3600000000000017
